Municipality Code,State,Municipality,Population,Observed Deaths,Deaths Counterfactual,Deaths Averted,Percent of Counterfactual Deaths Averted,"Observed Death Rate, per 100,000","Counterfactual Death Rate, per 100,000","Averted Death Rate, per 100,000"
130395,Amazonas,São Sebastião do Uatumã,14678,8,8.444419323,0.444419323,5.262876055,54.50333833,57.53113042,3.027792087
130400,Amazonas,Silves,9289,6,7.050849911,1.050849911,14.90387577,64.5925288,75.90537099,11.31284219
130406,Amazonas,Tabatinga,68502,24,26.60141553,2.60141553,9.779237225,35.03547342,38.83304944,3.797576027
130410,Amazonas,Tapauá,16876,2,2.093290781,0.093290781,4.456656561,11.85114956,12.40395106,0.552801499
130420,Amazonas,Tefé,59250,100,139.2226526,39.22265256,28.17260829,168.7763713,234.974941,66.19856972
130423,Amazonas,Tonantins,19038,2,2.802635334,0.802635334,28.63859326,10.50530518,14.72126974,4.215964564
130426,Amazonas,Uarini,13839,4,4.142857225,0.142857225,3.448277772,28.90382253,29.9361025,1.032279968
130430,Amazonas,Urucará,16007,21,23.82597403,2.82597403,11.86089612,131.1926032,148.847217,17.65461379
130440,Amazonas,Urucurituba,24098,18,50.83323911,32.83323911,64.5900983,74.69499544,210.9438091,136.2488136
140010,Roraima,Boa Vista,436591,1040,1274.916505,234.9165053,18.42603059,238.2092164,292.0162132,53.80699678
140045,Roraima,Pacaraima,20108,0,0,0,NA,0,0,0
140047,Roraima,Rorainópolis,31387,4,4.441705066,0.441705066,9.944493373,12.74412974,14.1514164,1.407286666
150010,Pará,Abaetetuba,160439,18,60.431164,42.431164,70.21404387,11.21921727,37.66613105,26.44691378
150013,Pará,Abel Figueiredo,7536,5,6.484742514,1.484742514,22.89593628,66.34819533,86.05019259,19.70199726
150030,Pará,Afuá,39910,1,1.145660499,0.145660499,12.71410679,2.505637685,2.870610121,0.364972436
150034,Pará,Água Azul do Norte,27797,7,7.40740181,0.40740181,5.499928589,25.18257366,26.64820596,1.465632298
150040,Pará,Alenquer,57390,63,87.20713993,24.20713993,27.75820873,109.7752222,151.9552882,42.18006609
150050,Pará,Almeirim,34044,6,6.476898487,0.476898487,7.363068728,17.62425097,19.02508074,1.40082977
150060,Pará,Altamira,117320,297,799.2384921,502.2384921,62.83962761,253.1537675,681.2465838,428.0928164
150080,Pará,Ananindeua,540410,70,91.82795596,21.82795596,23.77049095,12.95312818,16.99227549,4.039147307
150085,Pará,Anapu,29312,12,13.70854683,1.708546829,12.46336939,40.93886463,46.76769524,5.828830614
150095,Pará,Aurora do Pará,32200,0,0,0,NA,0,0,0
150100,Pará,Aveiro,16421,1,1.152710413,0.152710413,13.24794252,6.089763108,7.019733347,0.929970239
150110,Pará,Bagre,31967,0,0,0,NA,0,0,0
150120,Pará,Baião,49454,5,5.712637794,0.712637794,12.47475895,10.11040563,11.55141706,1.441011433
150125,Pará,Bannach,3239,2,2.226867606,0.226867606,10.18774559,61.74745292,68.75170134,7.00424842
150130,Pará,Barcarena,129333,52,70.25728582,18.25728582,25.98632385,40.20628919,54.32278368,14.11649449
150140,Pará,Belém,1506420,4003,9551.160058,5548.160058,58.08886067,265.7293451,634.030354,368.3010089
